Sr .no,imageUrl,title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,Product ID,Price,Product Name,Link,Colors Available,full_text,reply_count,retweet_count,favorite_count,created_at,view_count,caption,commentsCount,hashtags/0,hashtags/1,id,likesCount,productType,viewCount,numberOfSubscribers,descriptionLinks/url,isAgeRestricted,date,likes,channelId,channelUrl,channelName,channelDescription,isChannelVerified,channelTotalViews,channelJoinedDate,channelTotalVideos
,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,286076,2020000,https://www.youtube.com/watch?v=fKvz7kZJT9s&t=0s,FALSE,2022-09-27T00:00:00.000Z,13000,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,18567,2020000,https://www.youtube.com/watch?v=cQovTqh4thc&t=0s,FALSE,2022-12-28T00:00:00.000Z,1600,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,6025272,2020000,http://youtube.com/nike,FALSE,2023-10-24T00:00:00.000Z,18000,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,977071,2020000,https://www.youtube.com/watch?v=kkEOazCsjDY&t=0s,FALSE,2022-06-18T00:00:00.000Z,1600,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1070563,2020000,https://www.youtube.com/watch?v=SJeQ0JMDEeQ&t=0s,FALSE,2022-06-11T00:00:00.000Z,686,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,4684121,2020000,http://youtube.com/nike,FALSE,2022-06-13T00:00:00.000Z,5200,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,31261,2020000,https://www.youtube.com/watch?v=kkEOazCsjDY&t=0s,FALSE,2022-12-28T00:00:00.000Z,5600,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,17190,2020000,https://www.youtube.com/watch?v=Y2Adn7Sf4wg&t=0s,FALSE,2022-06-20T00:00:00.000Z,1100,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,2230824,2020000,https://www.youtube.com/watch?v=-wTkczGFGbc&t=0s,FALSE,2022-06-30T00:00:00.000Z,2700,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,550294,2020000,https://www.youtube.com/hashtag/yougotthis,FALSE,2023-10-15T00:00:00.000Z,565,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,9547,2020000,http://youtube.com/nike,FALSE,2022-07-12T00:00:00.000Z,530,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,58103,2020000,https://www.youtube.com/watch?v=lQHON8A4UW0&t=0s,FALSE,2022-07-06T00:00:00.000Z,876,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,23839,2020000,https://www.youtube.com/watch?v=8XKoV3Y2tIM&t=0s,FALSE,2022-07-18T00:00:00.000Z,713,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,37128,2020000,https://www.youtube.com/watch?v=gisYsZACYEM&t=4s,FALSE,2022-07-19T00:00:00.000Z,618,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,32908,2020000,https://www.youtube.com/watch?v=ijZDYsLHwVA&t=0s,FALSE,2022-08-08T00:00:00.000Z,767,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,73199,2020000,https://www.youtube.com/watch?v=6ltvdu_Z0ok&t=0s,FALSE,2022-07-19T00:00:00.000Z,1200,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,20340,2020000,http://youtube.com/nike,FALSE,2022-08-11T00:00:00.000Z,1000,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,85777,2020000,http://youtube.com/nike,FALSE,2022-08-18T00:00:00.000Z,1400,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,164576,2020000,http://youtube.com/nike,FALSE,2022-08-16T00:00:00.000Z,2600,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,52457,2020000,http://youtube.com/nike,FALSE,2022-08-23T00:00:00.000Z,1500,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,55554,2020000,https://www.youtube.com/watch?v=MxbSvImJcME&t=0s,FALSE,2022-07-13T00:00:00.000Z,1400,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,38779,2020000,http://youtube.com/nike,FALSE,2022-08-25T00:00:00.000Z,867,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,18535,2020000,https://www.youtube.com/watch?v=Aogvl7V1iUY&t=0s,FALSE,2022-08-24T00:00:00.000Z,236,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,40937,2020000,https://www.youtube.com/hashtag/onemoreyear,FALSE,2022-08-30T00:00:00.000Z,914,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,10326897,2020000,https://www.youtube.com/watch?v=mL00hNBxTzU&t=0s,FALSE,2022-08-29T00:00:00.000Z,959,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,63821,2020000,http://youtube.com/nike,FALSE,2022-08-09T00:00:00.000Z,1900,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3469621,2020000,https://www.youtube.com/watch?v=QRMR4nZUPwg&t=0s,FALSE,2022-09-03T00:00:00.000Z,1200,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2947708,2020000,https://www.youtube.com/watch?v=ywa_vGyKs44&t=0s,FALSE,2022-09-03T00:00:00.000Z,139,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,39802,2020000,https://www.youtube.com/hashtag/thegreatestduo,FALSE,2022-09-01T00:00:00.000Z,1300,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,709577,2020000,https://www.youtube.com/watch?v=jiGR9ahERyE&t=0s,FALSE,2022-05-21T00:00:00.000Z,575,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,930437,2020000,https://www.youtube.com/watch?v=Um__AY2QOrY&t=0s,FALSE,2022-05-28T00:00:00.000Z,201,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,865810,2020000,https://www.youtube.com/watch?v=GODzl0qyTMQ&t=0s,FALSE,2022-06-04T00:00:00.000Z,982,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,23988,2020000,https://www.youtube.com/watch?v=FPko8TWV3Vk&t=11s,FALSE,2022-06-09T00:00:00.000Z,1500,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,1170212,2020000,https://www.youtube.com/watch?v=piP3KJRxpcs&t=0s,FALSE,2022-06-06T00:00:00.000Z,1100,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,22041,2020000,http://youtube.com/nike,FALSE,2022-08-31T00:00:00.000Z,1400,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1754616,2020000,https://www.youtube.com/watch?v=6JIU4gV1Yzo&t=0s,FALSE,2022-03-05T00:00:00.000Z,1500,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,26057,2020000,https://www.youtube.com/watch?v=QYGnuqItHNE&t=0s,FALSE,2022-02-07T00:00:00.000Z,798,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,3537865,2020000,https://www.youtube.com/watch?v=N6Xa2ANL2ik&t=0s,FALSE,2022-03-17T00:00:00.000Z,631,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,7067704,2020000,https://www.youtube.com/watch?v=oLUKx6oJIVg&t=0s,FALSE,2022-03-02T00:00:00.000Z,639,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,35659,2020000,https://www.youtube.com/watch?v=eF0xjYNMn-E&t=0s,FALSE,2022-03-10T00:00:00.000Z,659,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1340442,2020000,https://www.youtube.com/watch?v=HmevHMGDUns&t=0s,FALSE,2022-03-12T00:00:00.000Z,309,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,2198491,2020000,https://www.youtube.com/watch?v=4c_Ei_U8uIk&t=0s,FALSE,2022-03-21T00:00:00.000Z,589,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,1933653,2020000,https://www.youtube.com/watch?v=wNUiH-UX6VE&t=14s,FALSE,2022-03-22T00:00:00.000Z,1700,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1131299,2020000,https://www.youtube.com/watch?v=kgFzx9st9kE&t=0s,FALSE,2022-03-26T00:00:00.000Z,170,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,1867328,2020000,https://www.youtube.com/watch?v=9diAQIcele8&t=11s,FALSE,2022-03-29T00:00:00.000Z,515,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,30934,2020000,https://www.youtube.com/watch?v=I7R48vinN0A&t=0s,FALSE,2022-03-31T00:00:00.000Z,793,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2014772,2020000,https://www.youtube.com/watch?v=JWfhwmr5O2w&t=0s,FALSE,2022-04-02T00:00:00.000Z,124,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1399784,2020000,https://www.youtube.com/watch?v=Hu1c4vfYX7c&t=0s,FALSE,2022-03-19T00:00:00.000Z,246,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1830012,2020000,https://www.youtube.com/watch?v=mBN79lkzJIs&t=0s,FALSE,2022-04-09T00:00:00.000Z,177,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1254944,2020000,https://www.youtube.com/watch?v=7gKjuoTheV4&t=0s,FALSE,2022-04-16T00:00:00.000Z,159,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,18694,2020000,https://www.youtube.com/watch?v=nLPV8K7--MQ&t=0s,FALSE,2022-04-19T00:00:00.000Z,283,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,1854474,2020000,https://www.youtube.com/watch?v=wuhk6rhtrRE&t=16s,FALSE,2022-04-05T00:00:00.000Z,703,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,3533996,2020000,https://www.youtube.com/watch?v=j8ZVvwkQbiI&t=0s,FALSE,2022-04-28T00:00:00.000Z,1000,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1691725,2020000,https://www.youtube.com/watch?v=A_cfbwwCaKY&t=0s,FALSE,2022-04-23T00:00:00.000Z,311,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1175759,2020000,https://www.youtube.com/watch?v=dA7NgEvwm98&t=0s,FALSE,2022-04-30T00:00:00.000Z,371,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,808839,2020000,https://www.youtube.com/watch?v=Do_FR-dW4RY&t=0s,FALSE,2022-05-07T00:00:00.000Z,565,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,838976,2020000,https://www.youtube.com/watch?v=X5UiPhChgds&t=0s,FALSE,2022-05-14T00:00:00.000Z,329,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,4458074,2020000,https://www.youtube.com/watch?v=JH2p4z9fGzY&t=0s,FALSE,2022-04-13T00:00:00.000Z,382,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,768769,2020000,http://youtube.com/nike,FALSE,2021-12-07T00:00:00.000Z,2800,UCNhxq7He5p-_FdBh0OaxcQg,https://www.youtube.com/channel/UCUFgkRb0ZHc4Rpq15VRCICA,Nike,"Winning Isn't For Everyone. It's for those who do whatever it takes.

For more information: https://go.nike.com/XzgyIjcJoXc",TRUE,421462920,"Mar 7, 2006",18
